Date,Open,High,Low,Close,Volume,Adj Close
2014-12-03,37.81,38.18,37.01,38.11,1379400,38.11
2014-12-02,37.19,38.80,37.19,37.83,1531800,37.83
2014-12-01,38.00,38.00,36.50,37.15,1977100,37.15
2014-11-28,39.39,39.47,38.10,38.29,1872200,38.29
2014-11-27,39.08,40.00,38.92,39.34,2052600,39.34
2014-11-26,39.15,39.40,38.60,38.99,1137800,38.99
2014-11-25,38.63,39.36,38.51,38.99,1791000,38.99
2014-11-24,38.93,38.97,38.24,38.77,1366000,38.77
2014-11-21,37.55,39.49,37.55,38.62,1664900,38.62
2014-11-20,37.75,37.76,37.20,37.57,643700,37.57
2014-11-19,37.67,37.99,37.02,37.84,1082300,37.84
2014-11-18,37.91,37.91,37.29,37.65,836900,37.65
2014-11-17,36.77,37.72,36.60,37.42,991500,37.42
2014-11-14,36.47,37.49,36.40,36.75,1254400,36.75
2014-11-13,38.57,38.70,36.70,36.89,2681900,36.89
2014-11-12,37.35,39.18,37.00,39.13,1776000,39.13
2014-11-11,39.68,40.30,37.00,37.73,2280800,37.73
2014-11-10,39.30,40.58,39.30,39.95,1461400,39.95
2014-11-07,41.01,41.29,39.07,39.58,2624100,39.58
2014-11-06,38.35,40.98,38.27,40.85,3457900,40.85
2014-11-05,38.73,38.75,38.01,38.26,852300,38.26
2014-11-04,39.14,39.29,37.80,38.70,1615000,38.70
2014-11-03,38.71,39.49,38.48,39.30,2035600,39.30
2014-10-31,37.34,38.96,37.34,38.60,2495300,38.60
2014-10-30,37.86,38.34,37.22,37.30,1551100,37.30
2014-10-29,37.82,38.29,37.28,37.94,1774100,37.94
2014-10-28,36.49,37.72,36.26,37.44,1996400,37.44
2014-10-27,35.74,36.48,35.59,36.12,878400,36.12
2014-10-24,36.09,36.70,35.57,35.96,2017800,35.96
2014-10-23,38.10,38.53,36.00,36.03,2480000,36.03
2014-10-22,39.90,40.47,37.81,38.00,3087800,38.00
2014-10-21,40.90,41.79,40.83,40.98,2645700,40.98
2014-10-20,40.20,41.38,40.01,41.00,2060700,41.00
2014-10-17,38.99,41.55,38.59,40.55,3128800,40.55
2014-10-16,39.20,40.30,38.82,39.08,1625600,39.08
2014-10-15,39.94,40.30,38.70,39.23,1529500,39.23
2014-10-14,40.05,41.18,39.47,39.70,1573000,39.70
2014-10-13,40.80,41.27,39.40,40.21,1779400,40.21
2014-10-10,41.30,41.59,40.58,40.84,1694700,40.84
2014-10-09,41.00,41.92,40.10,41.59,2702300,41.59
2014-10-08,40.64,42.84,40.35,41.09,3139500,41.09
2014-10-07,41.86,41.86,41.86,41.86,000,41.86
2014-10-06,41.86,41.86,41.86,41.86,000,41.86
2014-10-03,41.86,41.86,41.86,41.86,000,41.86
2014-10-02,41.86,41.86,41.86,41.86,000,41.86
2014-10-01,41.86,41.86,41.86,41.86,000,41.86
2014-09-30,40.20,42.85,36.35,41.86,5622700,41.86
2014-09-29,38.95,38.95,38.95,38.95,000,38.95
2014-09-26,38.95,38.95,38.95,38.95,000,38.95
2014-09-25,38.95,38.95,38.95,38.95,000,38.95
2014-09-24,38.95,38.95,38.95,38.95,000,38.95
2014-09-23,38.95,38.95,38.95,38.95,000,38.95
2014-09-22,38.95,38.95,38.95,38.95,000,38.95
2014-09-19,38.95,38.95,38.95,38.95,000,38.95
2014-09-18,38.95,38.95,38.95,38.95,000,38.95
2014-09-17,38.95,38.95,38.95,38.95,000,38.95
2014-09-16,38.95,38.95,38.95,38.95,000,38.95
2014-09-15,38.95,38.95,38.95,38.95,000,38.95
2014-09-12,38.95,38.95,38.95,38.95,000,38.95
2014-09-11,38.95,38.95,38.95,38.95,000,38.95
2014-09-10,37.08,39.98,37.08,38.95,5663000,38.95
2014-09-09,37.77,37.77,37.00,37.08,3820400,37.08
2014-09-08,37.88,37.88,37.88,37.88,000,37.88
2014-09-05,38.00,38.12,37.01,37.88,2941900,37.88
2014-09-04,37.63,38.20,37.31,38.12,4095000,38.12
2014-09-03,36.30,37.99,36.30,37.57,4262100,37.57
2014-09-02,35.30,36.88,35.30,36.37,3457700,36.37
2014-09-01,34.60,35.50,34.30,35.27,1510800,35.27
2014-08-29,34.45,34.80,33.74,34.49,1089100,34.49
2014-08-28,33.43,34.95,33.43,34.60,2334500,34.60
2014-08-27,34.14,34.37,33.21,33.42,1285600,33.42
2014-08-26,34.05,34.58,33.80,34.18,1327900,34.18
2014-08-25,35.08,35.25,33.73,34.12,1591000,34.12
2014-08-22,34.62,35.25,34.60,34.96,1605600,34.96
2014-08-21,35.46,35.89,34.70,35.26,2027400,35.26
2014-08-20,36.60,37.60,34.99,35.31,4470000,35.31
2014-08-19,35.36,37.70,34.60,36.75,5166200,36.75
2014-08-18,33.05,36.30,33.05,35.90,5767200,35.90
2014-08-15,33.30,33.58,32.75,33.25,2059500,33.25
2014-08-14,33.72,34.57,32.95,32.95,2956800,32.95
2014-08-13,34.00,34.60,33.20,33.90,3594800,33.90
2014-08-12,34.70,34.90,34.01,34.27,4854200,34.27
2014-08-11,32.30,35.30,32.30,35.30,8455900,35.30
2014-08-08,30.10,33.00,30.03,32.09,4776500,32.09
2014-08-07,30.08,30.56,29.85,30.12,2191600,30.12
2014-08-06,29.75,30.28,29.50,29.85,1640200,29.85
2014-08-05,29.25,29.93,29.10,29.80,1358900,29.80
2014-08-04,29.09,29.70,29.00,29.30,1163000,29.30
2014-08-01,30.04,30.27,29.10,29.20,1660400,29.20
2014-07-31,30.20,30.60,29.82,30.29,1562000,30.29
2014-07-30,30.28,30.35,29.05,30.00,1690100,30.00
2014-07-29,29.61,30.86,29.57,30.22,2426500,30.22
2014-07-28,29.25,30.26,29.00,30.05,2105500,30.05
2014-07-25,28.61,29.50,28.61,29.15,1180000,29.15
2014-07-24,29.65,29.95,28.55,28.89,1755200,28.89
2014-07-23,30.50,30.70,29.60,29.90,1568500,29.90
2014-07-22,29.31,31.18,29.11,30.75,2744100,30.75
2014-07-21,29.71,29.95,28.60,29.05,1792900,29.05
2014-07-18,29.99,30.80,29.71,29.87,1597700,29.87
2014-07-17,31.60,31.60,29.90,30.27,2501100,30.27
2014-07-16,31.46,32.42,31.10,31.78,3640800,31.78
2014-07-15,31.45,31.45,30.47,30.78,2104600,30.78
2014-07-14,30.43,32.00,30.12,31.65,3354300,31.65
2014-07-11,30.05,31.16,30.04,30.43,1812600,30.43
2014-07-10,30.78,31.55,30.25,30.36,2672400,30.36
2014-07-09,32.03,32.47,30.62,30.70,4552300,30.70
2014-07-08,31.59,32.79,30.80,32.49,4880300,32.49
2014-07-07,32.27,32.83,31.35,31.69,3904200,31.69
2014-07-04,33.53,33.57,32.45,32.50,6119300,32.50
2014-07-03,30.44,33.69,30.33,33.69,8717300,33.69
2014-07-02,31.21,31.24,30.00,30.63,4445700,30.63
2014-07-01,31.12,31.49,30.47,31.44,5857200,31.44
2014-06-30,31.79,31.79,30.64,30.94,5485600,30.94
2014-06-27,32.02,32.33,31.00,31.98,7043000,31.98
2014-06-26,31.19,33.00,30.60,32.39,10237300,32.39
2014-06-25,29.92,32.40,29.63,31.10,11301100,31.10
2014-06-24,29.20,31.10,28.60,30.16,12764100,30.16
2014-06-23,25.73,28.34,25.55,28.34,8206500,28.34
2014-06-20,24.96,25.77,24.65,25.76,2332000,25.76
2014-06-19,26.68,26.97,24.53,25.00,3227400,25.00
2014-06-18,26.72,27.39,26.66,26.88,3049300,26.88
2014-06-17,27.84,27.84,26.80,26.88,4185700,26.88
2014-06-16,27.47,28.00,26.78,28.00,8576400,27.87
2014-06-13,24.78,27.17,24.65,27.17,8445600,27.04
2014-06-12,24.86,25.04,24.68,24.70,926200,24.58
2014-06-11,24.80,25.07,24.61,24.80,1178200,24.68
2014-06-10,24.35,25.10,24.35,25.04,1475400,24.92
2014-06-09,24.52,24.94,24.30,24.30,1075400,24.18
2014-06-06,25.00,25.25,24.57,24.68,1338600,24.56
2014-06-05,25.38,25.45,24.47,25.05,2336900,24.93
2014-06-04,25.40,25.78,25.11,25.37,1272600,25.25
2014-06-03,25.70,25.77,25.33,25.42,1472200,25.30
2014-06-02,25.77,25.77,25.77,25.77,000,25.65
2014-05-30,26.53,26.53,25.30,25.77,2869900,25.65
2014-05-29,26.00,26.76,25.93,26.50,4309300,26.37
2014-05-28,25.70,26.11,25.50,25.98,2172600,25.85
2014-05-27,25.90,26.19,25.63,25.72,1850800,25.60
2014-05-26,26.28,26.58,25.70,25.96,2366300,25.83
2014-05-23,25.01,25.68,25.01,25.62,1709700,25.50
2014-05-22,25.51,26.20,25.28,25.31,2431400,25.19
2014-05-21,25.75,25.88,25.10,25.73,2708400,25.61
2014-05-20,26.61,27.55,25.82,26.10,4796600,25.97
2014-05-19,26.16,26.53,25.30,26.09,3935200,25.96
2014-05-16,25.39,27.19,25.03,26.55,6130400,26.42
2014-05-15,25.20,26.29,25.09,25.49,4311000,25.37
2014-05-14,24.45,25.75,24.23,25.36,2457700,25.24
2014-05-13,25.23,25.78,24.56,24.69,2550700,24.57
2014-05-12,25.00,25.82,23.79,25.62,3869300,25.50
2014-05-09,24.99,26.30,24.88,24.96,4288700,24.84
2014-05-08,25.60,25.96,24.83,24.95,5223400,24.83
2014-05-07,23.87,26.22,23.32,26.18,6777200,26.05
2014-05-06,22.94,24.30,22.80,23.84,2745400,23.73
2014-05-05,22.49,23.38,22.16,23.00,2334100,22.89
2014-05-02,22.77,22.77,22.77,22.77,000,22.66
2014-05-01,22.77,22.77,22.77,22.77,000,22.66
2014-04-30,21.83,22.94,21.55,22.77,2286100,22.66
2014-04-29,21.20,22.08,21.05,21.84,1633000,21.73
2014-04-28,23.62,23.62,21.61,21.61,2351800,21.51
2014-04-25,24.25,24.77,24.01,24.01,996400,23.89
2014-04-24,25.56,25.65,24.50,24.55,1636000,24.43
2014-04-23,25.65,26.14,25.36,25.56,1039700,25.44
2014-04-22,25.94,26.49,25.03,25.56,1643500,25.44
2014-04-21,25.65,26.83,25.19,26.10,2639000,25.97
2014-04-18,25.90,26.00,25.50,25.75,1581400,25.63
2014-04-17,25.86,26.58,25.86,26.29,1667700,26.16
2014-04-16,25.60,26.29,25.44,25.95,1417500,25.82
2014-04-15,26.28,26.35,25.59,25.82,1514300,25.70
2014-04-14,26.20,26.70,26.19,26.30,1262900,26.17
2014-04-11,27.10,27.10,26.16,26.20,2484500,26.07
2014-04-10,27.51,28.55,27.18,27.25,3917900,27.12
2014-04-09,26.55,28.77,26.39,27.80,4227400,27.67
2014-04-08,26.01,26.85,25.70,26.74,2626000,26.61
2014-04-07,26.14,26.14,26.14,26.14,000,26.01
2014-04-04,26.30,26.58,26.03,26.14,2133300,26.01
2014-04-03,26.00,27.43,26.00,26.59,4195400,26.46
2014-04-02,25.70,26.93,25.06,26.63,4331200,26.50
2014-04-01,24.53,25.82,24.44,25.79,2963900,25.67
2014-03-31,25.14,25.67,24.14,24.39,2318700,24.27
2014-03-28,24.78,25.93,24.02,25.67,4282700,25.55
2014-03-27,26.20,26.30,24.70,24.70,3122600,24.58
2014-03-26,26.38,26.94,26.20,26.36,2126700,26.23
2014-03-25,26.30,26.75,26.10,26.34,2467600,26.21
2014-03-24,27.65,28.20,26.17,26.60,3250500,26.47
2014-03-21,27.06,28.40,26.78,27.90,2565700,27.77
2014-03-20,28.85,29.08,27.41,27.42,3382900,27.29
2014-03-19,29.58,29.58,28.50,28.89,3791600,28.75
2014-03-18,30.40,31.00,29.81,29.83,5117700,29.69
2014-03-17,28.85,30.67,28.60,30.45,4599500,30.30
2014-03-14,28.66,29.69,28.66,29.21,3845700,29.07
2014-03-13,29.23,29.50,28.50,29.01,4245500,28.87
2014-03-12,30.35,30.83,27.93,29.66,6053900,29.52
2014-03-11,33.50,33.50,29.40,30.28,5664400,30.13
2014-03-10,32.80,34.00,31.88,32.00,7327400,31.85
2014-03-07,37.31,39.00,35.01,35.42,9984100,35.25
2014-03-06,36.01,37.99,33.55,36.71,9310200,36.53
2014-03-05,34.85,38.26,34.80,36.35,10930200,36.17
2014-03-04,35.60,38.58,34.02,35.00,11872800,34.83
2014-03-03,33.50,37.16,33.15,36.70,11669100,36.52
2014-02-28,30.37,33.99,28.85,33.80,9997800,33.64
2014-02-27,30.80,32.36,30.33,32.05,10438500,31.90
2014-02-26,29.00,30.50,28.47,29.42,5495600,29.28
2014-02-25,34.09,35.50,30.59,31.00,7077100,30.85
2014-02-24,32.80,33.99,32.40,33.99,4720200,33.83
2014-02-21,32.50,32.85,31.60,32.75,3802600,32.59
2014-02-20,32.20,33.80,31.45,32.88,4992600,32.72
2014-02-19,35.00,35.00,31.45,32.90,7223900,32.74
2014-02-18,34.20,36.24,33.78,34.45,9385700,34.28
2014-02-17,35.74,36.29,33.08,34.74,9646600,34.57
2014-02-14,32.08,33.90,31.60,33.90,9981800,33.74
2014-02-13,31.25,34.16,30.82,32.51,11169900,32.35
2014-02-12,32.00,34.18,30.70,31.67,12766500,31.52
2014-02-11,28.88,31.99,28.66,31.90,12187600,31.75
2014-02-10,28.06,30.79,27.50,29.32,12785900,29.18
2014-02-07,24.95,28.06,24.90,28.06,12978600,27.92
2014-02-06,25.51,25.51,25.51,25.51,000,25.39
2014-02-05,25.51,25.51,25.51,25.51,000,25.39
2014-02-03,25.51,25.51,25.51,25.51,000,25.39
2014-01-31,25.51,25.51,25.51,25.51,000,25.39
2014-01-30,24.38,27.09,24.09,25.51,10483600,25.39
2014-01-29,25.13,25.51,23.58,24.63,11668700,24.51
2014-01-28,24.60,25.95,24.09,25.57,18907400,25.45
2014-01-27,23.30,23.99,23.03,23.99,13644800,23.87
2014-01-24,21.81,21.81,21.81,21.81,5683200,21.70
2014-01-23,16.39,19.83,16.39,19.83,5926400,19.73
